Price,Year,Type,Shift,km,Power,Engine,Seller
44000,2012,Gasoline,Auto,48000,101,1201,Dealer
41500,2014,Gasoline,Manual,51424,85,1229,Dealer
29250,2012,Gasoline,Manual,181000,85,1229,Dealer
56500,2015,Diesel,Manual,56000,75,1248,Owner
22250,2004,Gasoline,Manual,166000,76,1200,Dealer
71000,2016,Diesel,Auto,28000,95,1248,Dealer
23750,1999,Gasoline,Auto,233750,90,1389,Dealer
41900,2014,Diesel,Manual,105000,75,1248,Dealer
32000,2004,Gasoline,Auto,96000,90,1364,Dealer
45750,2014,Diesel,Manual,81000,75,1248,Dealer
45000,2011,Gasoline,Auto,56000,100,1364,Owner
27999,2008,Diesel,Manual,140000,75,1248,Dealer
21900,2000,LPG,Manual,165000,65,1199,Owner
18500,1999,LPG,Manual,216000,90,1389,Dealer
24750,1997,Gasoline,Auto,124000,101,1201,Dealer
49900,2014,Diesel,Manual,95000,75,1248,Dealer
42500,2008,LPG,Auto,106000,90,1364,Dealer
19950,2003,Diesel,Manual,183000,101,1601,Dealer
26000,2004,Diesel,Auto,296000,70,1248,Dealer
42500,2013,Diesel,Manual,120000,75,1248,Dealer
32750,2013,Diesel,Manual,100000,75,1248,Owner
48750,2013,Gasoline,Auto,70000,100,1364,Dealer
45000,2012,Gasoline,Auto,60000,76,1201,Owner
21000,2001,LPG,Manual,222000,76,1201,Owner
20500,2004,Diesel,Manual,218000,70,1248,Owner
31900,2010,Diesel,Manual,192000,75,1248,Owner
30000,2013,Diesel,Manual,108000,75,1248,Dealer
14900,2005,Diesel,Manual,304000,70,1248,Owner
32500,2008,Diesel,Manual,200000,75,1248,Dealer
38750,2008,LPG,Manual,174000,90,1364,Dealer
48000,2015,Gasoline,Manual,18000,85,1229,Dealer
46000,2014,Diesel,Manual,78196,51,1201,Owner
57900,2016,Gasoline,Auto,20000,90,1398,Owner
34500,2011,LPG,Manual,167000,80,1229,Dealer
41000,2008,Diesel,Manual,182000,90,1248,Dealer
43750,2014,LPG,Auto,53000,85,1229,Dealer
41000,2010,Gasoline,Manual,47000,85,1229,Dealer
37750,2012,Diesel,Manual,124474,75,1248,Dealer
19950,2003,Diesel,Manual,229000,75,1686,Owner
25500,2004,Diesel,Manual,228000,70,1248,Dealer
21500,1998,LPG,Auto,185000,60,1389,Dealer
48500,2016,Gasoline,Manual,18482,70,1229,Dealer
21750,1998,Gasoline,Manual,122000,60,1389,Dealer
34750,2008,Diesel,Manual,164000,76,1201,Dealer
17750,1997,LPG,Manual,183000,60,1389,Owner
42000,2012,Gasoline,Manual,58000,76,1200,Owner
22000,1999,LPG,Auto,195000,65,1199,Owner
27000,2006,Diesel,Manual,213000,70,1248,Owner
27750,2004,LPG,Auto,175000,76,1200,Owner
46000,2014,Gasoline,Manual,60000,85,1229,Owner
20000,1996,LPG,Manual,242000,60,1389,Owner
47900,2010,Gasoline,Auto,59000,90,1364,Owner
32750,2007,Gasoline,Manual,110000,80,1229,Owner
60750,2017,Gasoline,Auto,7150,90,1398,Owner
64750,2016,Gasoline,Auto,4000,90,1398,Dealer
46750,2015,LPG,Manual,44500,76,1401,Owner
28500,2004,Diesel,Manual,180000,50,1201,Owner
51500,2012,Gasoline,Auto,32000,100,1364,Owner
44500,2014,Diesel,Manual,73000,75,1248,Dealer
48500,2014,Diesel,Manual,83000,95,1248,Dealer
26000,2004,LPG,Manual,137000,90,1364,Owner
19800,1998,LPG,Manual,254000,90,1389,Owner
37500,2008,Diesel,Auto,178000,90,1248,Owner
14950,1994,LPG,Manual,240000,60,1389,Owner
26000,2006,Diesel,Manual,236000,75,1248,Owner
58500,2016,Gasoline,Auto,17000,90,1398,Dealer
45000,2012,Gasoline,Auto,39000,85,1229,Owner
46800,2010,Diesel,Auto,101000,90,1248,Owner
63000,2017,Gasoline,Auto,14000,90,1398,Owner
51000,2015,Gasoline,Auto,36000,90,1398,Owner
18750,2003,Gasoline,Manual,160000,60,998,Dealer
12000,1997,LPG,Manual,224000,106,1598,Owner
41750,2009,Diesel,Manual,128000,75,1248,Owner
32000,2006,Gasoline,Manual,109000,76,1200,Dealer
19750,2004,Diesel,Manual,300000,70,1248,Owner
47500,2013,Gasoline,Auto,70000,100,1364,Dealer
19500,2000,Gasoline,Manual,212500,65,1199,Owner
46000,2014,Gasoline,Auto,43070,85,1229,Dealer
25750,2006,Gasoline,Manual,144000,80,1229,Dealer
51000,2013,Diesel,Manual,53000,75,1248,Dealer
38800,2011,Gasoline,Manual,60000,100,1364,Dealer
49750,2012,Diesel,Manual,54300,75,1248,Owner
15750,2003,Diesel,Manual,318000,70,1248,Owner
25750,2004,LPG,Manual,210000,80,1229,Dealer
39250,2013,Gasoline,Auto,29000,76,1201,Dealer
26500,2004,Diesel,Manual,183000,70,1248,Dealer
17950,1998,LPG,Manual,290000,90,1389,Dealer
26000,2005,Diesel,Manual,270000,70,1248,Owner
43950,2014,Diesel,Manual,60000,51,1201,Dealer
37000,2012,Diesel,Manual,170000,75,1248,Dealer
50750,2013,Gasoline,Auto,55000,100,1364,Dealer
24000,2006,Gasoline,Manual,173000,76,1200,Dealer
50000,2011,LPG,Auto,81000,76,1201,Dealer
31250,2004,Diesel,Auto,191123,70,1248,Dealer
37900,2010,Gasoline,Manual,66030,80,1229,Dealer
14900,1997,LPG,Manual,190000,51,1201,Dealer
48000,2011,Diesel,Manual,80000,75,1248,Owner
54500,2012,Gasoline,Auto,60000,100,1364,Owner
18750,1998,LPG,Manual,240000,76,1201,Owner
39900,2012,Gasoline,Manual,55000,85,1229,Owner
26750,2004,Diesel,Auto,19000,70,1248,Dealer
36950,2008,Diesel,Auto,177000,90,1248,Dealer
20750,2003,Diesel,Manual,226180,75,1686,Owner
63500,2015,Gasoline,Auto,15000,100,1364,Dealer
32000,2006,Diesel,Auto,165000,70,1248,Dealer
55000,2015,Gasoline,Auto,61700,76,1401,Dealer
47000,2015,Gasoline,Manual,18000,70,1229,Dealer
31750,2004,Gasoline,Auto,143000,75,1199,Owner
39500,2011,Diesel,Manual,92500,75,1248,Owner
20900,1998,Gasoline,Auto,138000,60,1389,Dealer
51500,2013,Gasoline,Auto,44300,100,1364,Owner
42250,2013,Diesel,Manual,116000,75,1248,Owner
35250,2007,Diesel,Manual,112000,75,1248,Owner
17500,1998,LPG,Manual,220000,90,1389,Dealer
52900,2015,Gasoline,Auto,51000,76,1201,Dealer
42900,2013,Diesel,Manual,77000,75,1248,Dealer
55500,2015,Gasoline,Auto,19000,76,1201,Owner
23000,1999,LPG,Manual,195000,90,1389,Dealer
24500,2000,LPG,Auto,94000,76,1401,Owner
49900,2013,Gasoline,Auto,76500,76,1201,Dealer
45500,2013,Diesel,Manual,100000,51,1201,Dealer
38300,2012,Diesel,Manual,161000,75,1248,Dealer
50500,2015,Gasoline,Auto,83000,90,1398,Dealer
43750,2014,Diesel,Manual,99000,75,1248,Dealer
48500,2014,Diesel,Manual,84000,95,1248,Dealer
47500,2010,Diesel,Auto,11000,90,1248,Owner
28500,2004,LPG,Manual,192500,90,1364,Owner
31000,2006,Diesel,Manual,160000,75,1248,Owner
46000,2014,Diesel,Manual,72000,75,1248,Dealer
38900,2010,LPG,Auto,125000,76,1201,Owner
23900,2003,Gasoline,Manual,195000,51,1200,Owner
24000,2000,LPG,Manual,228000,90,1389,Owner
20750,2000,LPG,Auto,190000,101,1201,Owner
42250,2015,Gasoline,Manual,53000,70,1229,Dealer
35500,2008,Diesel,Auto,210000,90,1248,Dealer
22500,2003,Gasoline,Manual,170000,51,1200,Dealer
48500,2014,Diesel,Manual,63000,75,1248,Owner
32000,2007,Diesel,Manual,210000,51,1201,Owner
59750,2017,Gasoline,Auto,15000,90,1398,Dealer
44500,2014,Diesel,Manual,111000,75,1248,Owner
36500,2013,LPG,Auto,40000,100,1364,Dealer
43750,2013,Diesel,Manual,91000,75,1248,Dealer
144750,2008,Gasoline,Manual,118000,76,1201,Owner
42000,2012,Diesel,Manual,123233,75,1248,Owner
21250,2003,Diesel,Manual,223000,101,1601,Owner
28000,2004,LPG,Manual,201000,80,1229,Owner
38950,2013,Diesel,Manual,137559,75,1248,Dealer
43500,2011,Gasoline,Manual,86000,85,1229,Dealer
39500,2012,Gasoline,Manual,51000,85,1229,Owner
27750,2006,Diesel,Manual,200000,70,1248,Dealer
20750,1997,LPG,Manual,262342,51,1401,Dealer
53000,2014,Gasoline,Auto,41621,100,1364,Owner
32750,2008,Diesel,Manual,178000,75,1248,Owner
44500,2009,Gasoline,Auto,54000,90,1364,Dealer
53500,2012,Gasoline,Auto,27500,100,1364,Dealer
54000,2016,Gasoline,Auto,35000,90,1398,Owner
48500,2012,LPG,Auto,80833,100,1364,Owner
46250,2015,Gasoline,Manual,10250,70,1229,Dealer
18900,2000,LPG,Manual,186000,65,1199,Dealer
39000,2011,Diesel,Manual,63000,76,1201,Owner
31500,2006,Diesel,Auto,208000,70,1248,Dealer
36000,2007,Diesel,Manual,158000,75,1248,Owner
27500,2003,Diesel,Manual,284000,126,1601,Owner
41000,2009,Diesel,Auto,153231,90,1248,Owner
37750,2013,Diesel,Manual,123000,75,1248,Dealer
49000,2012,Diesel,Manual,75000,75,1248,Owner
44750,2012,Gasoline,Auto,129000,100,1364,Dealer
16500,2001,LPG,Manual,240000,90,1389,Dealer
34500,2012,LPG,Manual,49451,85,1229,Owner
25750,2005,Gasoline,Manual,211000,80,1229,Dealer
31000,2009,Diesel,Manual,243498,75,1248,Dealer
23500,1999,LPG,Manual,140000,90,1389,Owner
28500,2006,Diesel,Manual,178000,75,1248,Dealer
38250,2007,Diesel,Manual,141500,75,1248,Owner
45400,2014,Diesel,Manual,119000,95,1248,Dealer
49500,2012,Diesel,Manual,73000,75,1248,Owner
59900,2015,Gasoline,Auto,20500,90,1398,Owner
35250,2008,Diesel,Manual,154000,75,1248,Owner
49500,2015,Gasoline,Auto,49100,90,1398,Dealer
28500,2004,Diesel,Manual,153000,70,1248,Dealer
45750,2013,Gasoline,Auto,85000,100,1364,Dealer
71750,2017,Gasoline,Auto,400,90,1398,Owner
26750,2003,Diesel,Manual,228000,151,1601,Dealer
40500,2012,Diesel,Manual,165000,75,1248,Dealer
36450,2010,Diesel,Manual,96647,75,1248,Dealer
22000,1999,LPG,Auto,165000,90,1389,Dealer
23000,2001,LPG,Auto,200000,90,1389,Dealer
49000,2015,Gasoline,Auto,17900,90,1398,Dealer
20850,1997,Gasoline,Auto,120000,76,1401,Dealer
35750,2008,LPG,Manual,173000,90,1364,Dealer
28500,2006,Diesel,Manual,162000,75,1248,Owner
32000,2009,Gasoline,Auto,68000,80,1229,Dealer
45750,2014,Diesel,Manual,73000,75,1248,Dealer
19500,2003,Diesel,Manual,285000,126,1601,Owner
32750,2006,Diesel,Manual,210000,70,1248,Dealer
37000,2008,Diesel,Manual,168000,90,1248,Owner
37750,2013,Gasoline,Manual,46000,76,1200,Owner
29900,2010,Gasoline,Manual,91150,85,1229,Dealer
28500,2004,Diesel,Auto,271500,70,1248,Owner
20500,2000,Gasoline,Manual,105000,65,1199,Owner
39750,2013,Diesel,Manual,169000,75,1248,Dealer
18000,1996,LPG,Manual,190000,60,1389,Owner
27500,2004,Gasoline,Manual,75000,60,998,Owner
24500,2001,LPG,Auto,145000,90,1389,Owner
49900,2016,Gasoline,Manual,5000,70,1229,Dealer
49950,2015,Gasoline,Auto,57705,90,1398,Dealer
42900,2010,Diesel,Auto,176000,90,1248,Dealer
46500,2015,Gasoline,Manual,19000,70,1229,Dealer
29000,2006,Diesel,Manual,220000,70,1248,Dealer
49250,2012,Diesel,Manual,74000,75,1248,Owner
27900,2004,Gasoline,Auto,252000,90,1364,Owner
56500,2016,Gasoline,Auto,49000,90,1398,Dealer
45000,2012,LPG,Manual,75000,100,1364,Owner
51000,2015,Gasoline,Auto,45000,90,1398,Dealer
38500,2008,Gasoline,Auto,53642,80,1229,Dealer
22500,2003,Diesel,Manual,193360,151,1601,Owner
23750,1998,Gasoline,Auto,168000,76,1201,Owner
48000,2013,Gasoline,Auto,85257,100,1364,Dealer
28000,2004,LPG,Manual,225000,90,1364,Owner
56500,2016,Gasoline,Auto,45000,90,1398,Dealer
57000,2015,Gasoline,Auto,21000,90,1398,Owner
17000,2000,Gasoline,Manual,280000,65,1199,Dealer
67500,2017,Gasoline,Manual,10,90,1398,Dealer
36000,2004,LPG,Auto,90000,76,1200,Owner
58500,2016,Gasoline,Auto,21000,90,1398,Owner
48750,2013,Gasoline,Auto,65000,100,1364,Dealer
43850,2013,Diesel,Manual,115000,75,1248,Dealer
41500,2010,Gasoline,Auto,83500,90,1364,Owner
75000,2016,Diesel,Auto,23000,95,1248,Owner
34250,2003,Gasoline,Auto,117000,90,1389,Dealer
27500,2004,Gasoline,Manual,100000,80,1229,Dealer
22750,1999,LPG,Auto,211000,90,1389,Dealer
47000,2013,Gasoline,Auto,55000,100,1364,Dealer
51500,2013,LPG,Auto,43000,100,1364,Dealer
38950,2013,Diesel,Manual,145000,75,1248,Owner
48500,2012,Diesel,Manual,49000,75,1248,Owner
48750,2013,Gasoline,Auto,36000,100,1364,Dealer
33500,2009,Gasoline,Manual,108500,76,1201,Owner
48000,2012,Gasoline,Auto,69021,100,1364,Dealer
49750,2012,Gasoline,Auto,30000,100,1364,Owner
57500,2015,Gasoline,Auto,12000,90,1398,Dealer
24750,2000,LPG,Manual,94000,90,1389,Dealer
25000,2000,Gasoline,Manual,104000,65,1199,Dealer
38500,2011,Gasoline,Auto,59500,90,1364,Dealer
21750,2007,Diesel,Manual,284453,90,1248,Owner
59500,2015,Gasoline,Auto,25000,76,1201,Owner
22000,1999,Gasoline,Manual,87670,90,1389,Dealer
38750,2007,Gasoline,Auto,91400,76,1200,Owner
35500,2010,Diesel,Manual,196000,90,1248,Owner
31000,2007,Diesel,Manual,190000,90,1248,Owner
19750,1999,LPG,Manual,225000,90,1389,Dealer
42750,2013,Gasoline,Manual,58000,85,1229,Dealer
59500,2015,Gasoline,Auto,17000,90,1398,Dealer
45000,2010,Gasoline,Manual,80000,90,1364,Dealer
56900,2016,Gasoline,Auto,38000,90,1398,Dealer
26500,2006,Diesel,Manual,270000,70,1248,Owner
27500,2006,Diesel,Manual,225000,75,1248,Dealer
52500,2015,Gasoline,Auto,66000,76,1201,Dealer
56250,2015,Gasoline,Auto,33500,90,1398,Owner
44850,2007,Gasoline,Auto,76000,90,1364,Dealer
44500,2012,Gasoline,Auto,78000,85,1229,Dealer
34250,2013,Diesel,Manual,167000,75,1248,Dealer
23000,2006,Diesel,Manual,272000,75,1248,Dealer
33750,2004,Gasoline,Auto,71000,90,1364,Dealer
21350,2000,LPG,Manual,202000,90,1389,Owner
43500,2014,Diesel,Manual,106000,75,1248,Dealer
33900,2012,Diesel,Manual,190000,76,1201,Owner
43250,2013,Diesel,Manual,112000,75,1248,Owner
41750,2013,Diesel,Manual,129500,75,1248,Owner
58700,2017,Gasoline,Auto,7751,90,1398,Dealer
44750,2009,Diesel,Auto,49700,90,1248,Owner
39000,2011,Gasoline,Manual,45000,85,1229,Dealer
31500,2006,Diesel,Auto,140000,70,1248,Dealer
22600,1998,LPG,Auto,186000,90,1389,Dealer
30500,2000,LPG,Auto,127000,90,1389,Owner
53000,2014,Diesel,Manual,44000,75,1248,Owner
26500,2004,LPG,Auto,103000,51,1200,Dealer
48750,2014,Diesel,Manual,84000,75,1248,Dealer
15250,1999,Gasoline,Manual,19000,65,1199,Dealer
47500,2014,Gasoline,Auto,95500,100,1364,Dealer
38500,2007,Diesel,Manual,85000,51,1201,Dealer
26750,2004,Gasoline,Manual,117000,80,1229,Dealer
28500,2009,Diesel,Manual,180000,75,1248,Dealer
45950,2013,Gasoline,Manual,28500,85,1229,Dealer
24500,2006,Diesel,Manual,205000,70,1248,Dealer
18750,1996,Gasoline,Manual,280000,106,1598,Dealer
60500,2017,Gasoline,Auto,2000,90,1398,Dealer
25000,2003,Diesel,Manual,232000,51,1601,Dealer
41750,2014,Diesel,Manual,92500,75,1248,Dealer
36500,2012,Diesel,Manual,155251,75,1248,Dealer
41000,2013,Diesel,Manual,150000,75,1248,Owner
59250,2016,Gasoline,Auto,27000,90,1398,Dealer
16750,1998,LPG,Manual,248000,51,1201,Owner
38500,2013,Gasoline,Auto,39000,85,1229,Dealer
36500,2007,Diesel,Manual,97000,75,1248,Dealer
44000,2014,Diesel,Manual,133470,75,1248,Dealer
46000,2013,Gasoline,Auto,84000,100,1364,Dealer
17750,2000,Gasoline,Manual,180000,65,1199,Dealer
38400,2013,Diesel,Manual,125000,75,1248,Owner
20750,2001,LPG,Manual,215000,90,1389,Owner
35500,2011,Gasoline,Auto,108000,76,1401,Owner
41000,2013,Diesel,Manual,80800,75,1248,Owner
30000,2007,Gasoline,Manual,132000,80,1229,Owner
30000,2005,Gasoline,Manual,106500,80,1229,Owner
26750,2004,Diesel,Manual,177500,70,1248,Owner
39000,2013,Diesel,Manual,130000,51,1201,Dealer
31000,2008,LPG,Manual,131000,76,1201,Owner
17250,2003,Diesel,Manual,301,126,1601,Dealer
39000,2013,Gasoline,Manual,26000,51,1201,Owner
29250,2005,Diesel,Manual,194000,70,1248,Dealer
20650,2000,Gasoline,Manual,180000,65,1199,Dealer
25500,2004,Diesel,Manual,161000,51,1201,Owner
58950,2015,Diesel,Manual,51000,75,1248,Dealer
21500,1999,Gasoline,Auto,119000,90,1389,Owner
16850,2003,Diesel,Manual,155000,101,1601,Dealer
43900,2012,Gasoline,Auto,35000,100,1364,Dealer
45000,2015,Gasoline,Auto,69000,90,1398,Owner
53500,2016,Gasoline,Auto,17568,90,1398,Dealer
49900,2011,Gasoline,Auto,36000,100,1364,Dealer
35750,2005,Diesel,Manual,110150,70,1248,Dealer
43990,2012,Gasoline,Auto,44800,85,1229,Owner
39500,2014,Diesel,Manual,139000,75,1248,Dealer
34750,2005,Diesel,Auto,147000,70,1248,Dealer
16950,1998,LPG,Manual,195000,51,1201,Dealer
29950,2005,Diesel,Auto,180000,70,1248,Dealer
24850,2004,Gasoline,Manual,228000,90,1364,Dealer
42500,2013,Diesel,Manual,94000,76,1201,Owner
19050,1997,LPG,Manual,191000,60,1389,Owner
20500,2006,Diesel,Manual,240000,70,1248,Owner
17000,1997,LPG,Manual,260000,90,1389,Owner
37750,2010,Diesel,Manual,136682,90,1248,Owner
36000,2007,Diesel,Manual,210000,90,1248,Owner
26000,2008,Diesel,Manual,195000,90,1248,Owner
42000,2013,Diesel,Manual,98852,75,1248,Owner
17000,1998,LPG,Manual,178000,60,1389,Owner
35750,2008,Diesel,Manual,152000,76,1201,Dealer
24500,2005,Diesel,Manual,173000,70,1248,Owner
50000,2016,Gasoline,Manual,17785,70,1229,Dealer
18350,2001,LPG,Manual,132000,90,1389,Owner
33000,2007,LPG,Manual,135000,80,1229,Owner
46750,2012,Gasoline,Auto,33000,100,1364,Owner
43750,2007,LPG,Auto,105000,90,1364,Owner
58500,2017,Gasoline,Auto,23091,90,1398,Dealer
58900,2017,Gasoline,Auto,20677,90,1398,Dealer
21900,2005,Gasoline,Manual,174000,80,1229,Dealer
39500,2013,Diesel,Manual,131800,75,1248,Dealer
28000,2005,Diesel,Manual,212500,70,1248,Owner
17900,2006,Diesel,Manual,244455,90,1248,Dealer
52000,2011,Diesel,Manual,110000,76,1200,Owner
43500,2012,LPG,Auto,110000,76,1201,Owner
26750,2000,Gasoline,Auto,134000,65,1199,Owner
42250,2014,Diesel,Manual,137250,51,1201,Dealer
43750,2009,Gasoline,Manual,64000,80,1229,Owner
31750,2008,Gasoline,Manual,139000,80,1229,Owner
38500,2011,Gasoline,Manual,98000,85,1229,Owner
22750,2003,Gasoline,Auto,187000,58,973,Dealer
28250,2004,Diesel,Auto,208000,70,1248,Owner
65250,2015,Gasoline,Auto,11000,90,1398,Owner
41900,2013,Diesel,Manual,85000,51,1201,Owner
16750,1998,LPG,Manual,307000,90,1389,Owner
19750,1999,LPG,Auto,211000,65,1199,Owner
17900,1997,LPG,Manual,249000,90,1389,Dealer
31000,2004,LPG,Manual,192000,90,1364,Owner
39400,2008,Gasoline,Auto,113000,80,1229,Owner
30850,2004,Gasoline,Auto,165000,90,1364,Dealer
28400,2006,Gasoline,Auto,63000,80,1229,Owner
32750,2008,Diesel,Auto,178000,90,1248,Dealer
29500,2009,LPG,Manual,114000,80,1229,Dealer
56000,2012,Diesel,Manual,35880,95,1248,Owner
32750,2009,Gasoline,Auto,163000,80,1229,Owner
36900,2011,LPG,Manual,99000,80,1229,Owner
39500,2014,Gasoline,Manual,25500,85,1229,Owner
25000,2006,LPG,Manual,211000,60,998,Owner
46750,2013,Gasoline,Auto,56000,100,1364,Owner
37900,2009,LPG,Auto,163000,51,1200,Owner
37000,2008,Gasoline,Auto,80500,76,1401,Owner
25700,1999,Gasoline,Auto,145000,90,1389,Owner
26000,2004,Gasoline,Auto,164000,58,973,Owner
34750,2008,LPG,Manual,167000,90,1364,Owner
49250,2012,Gasoline,Auto,70000,100,1364,Owner
20800,2001,LPG,Manual,256000,90,1389,Owner
28500,2006,LPG,Manual,194500,80,1229,Dealer
48500,2014,Diesel,Manual,46000,75,1248,Dealer
46000,2012,Gasoline,Manual,25000,100,1364,Dealer
46950,2011,LPG,Auto,152000,100,1364,Owner
24250,2005,Gasoline,Manual,130000,76,1201,Owner
30800,2007,LPG,Manual,159000,90,1364,Owner
41750,2011,Diesel,Manual,94230,90,1248,Dealer
44750,2012,Diesel,Manual,96000,75,1248,Owner
24750,2000,Gasoline,Auto,240000,76,1201,Dealer
54000,2017,Gasoline,Manual,2964,70,1229,Dealer
32000,2006,Diesel,Auto,190000,70,1248,Owner
20000,1998,Gasoline,Manual,157800,90,1389,Owner
29500,2005,Diesel,Auto,170000,70,1248,Dealer
23750,2000,LPG,Manual,170000,90,1389,Dealer
29000,2005,Diesel,Manual,156000,70,1248,Owner
50750,2013,Gasoline,Auto,26200,76,1201,Dealer
23500,2004,Diesel,Manual,221000,70,1248,Owner
32000,2005,Gasoline,Auto,144000,51,1200,Owner
22500,2004,Diesel,Manual,189000,70,1248,Dealer
43000,2013,Gasoline,Manual,37000,85,1229,Owner
30000,2000,Gasoline,Manual,59000,90,1389,Owner
41750,2014,Diesel,Manual,60000,75,1248,Dealer
34000,2005,Diesel,Auto,121000,70,1248,Owner
51500,2014,Gasoline,Auto,54000,85,1229,Owner
35850,2007,Gasoline,Auto,190000,90,1364,Dealer
31000,2005,Gasoline,Manual,113000,51,1200,Owner
20000,2000,LPG,Manual,205000,90,1389,Dealer
21750,1998,LPG,Auto,170000,90,1389,Owner
46250,2014,Gasoline,Auto,32850,85,1229,Owner
44500,2012,Gasoline,Manual,74000,100,1364,Owner
54450,2015,Gasoline,Auto,62000,76,1201,Dealer
22000,2005,Diesel,Manual,204000,70,1248,Owner
29750,2008,Diesel,Manual,240000,75,1248,Dealer
41000,2013,Gasoline,Manual,42000,85,1229,Owner
39500,2010,Gasoline,Manual,61000,100,1364,Owner
32500,2004,LPG,Manual,116500,90,1364,Owner
26900,2005,Diesel,Manual,230000,51,1201,Owner
27750,2003,Gasoline,Auto,67000,51,1200,Owner
23000,2003,Diesel,Manual,263000,51,1601,Owner
40900,2013,Diesel,Manual,139000,75,1248,Dealer
59750,2017,Gasoline,Auto,7500,90,1398,Dealer
29250,2005,Diesel,Manual,185000,70,1248,Dealer
20500,1998,Gasoline,Manual,160000,90,1389,Owner
19000,1998,LPG,Manual,195000,60,1389,Owner
60000,2017,Gasoline,Auto,1500,90,1398,Dealer
45900,2011,Gasoline,Auto,41342,80,1229,Owner
27000,2005,Diesel,Manual,195000,70,1248,Owner
32500,2004,Gasoline,Manual,110000,90,1364,Owner
17500,2006,Diesel,Manual,235000,90,1248,Dealer
43500,2015,Gasoline,Manual,69000,70,1229,Dealer
32500,2009,Gasoline,Manual,96000,80,1229,Owner
18500,1997,LPG,Manual,300000,60,1389,Dealer
54000,2013,Diesel,Manual,15119,75,1248,Owner
45000,2013,Diesel,Manual,133000,75,1248,Dealer
32500,2014,Gasoline,Manual,77220,85,1229,Owner
42500,2014,Diesel,Manual,121000,95,1248,Dealer
46000,2012,Diesel,Manual,22500,75,1248,Owner
62000,2016,Gasoline,Auto,9500,90,1398,Dealer
21950,1998,LPG,Manual,149000,90,1389,Dealer
29500,2008,Diesel,Manual,138300,75,1248,Owner
19500,1997,LPG,Manual,230000,90,1389,Dealer
17000,1998,LPG,Manual,209000,51,1201,Owner
57900,2016,Gasoline,Auto,52000,90,1398,Dealer
31500,2005,Gasoline,Manual,70000,80,1229,Owner
43500,2009,Gasoline,Auto,65000,80,1229,Owner
26500,2005,Diesel,Auto,210000,70,1248,Dealer
57000,2016,Gasoline,Auto,26000,90,1398,Dealer
22750,1999,Gasoline,Manual,143000,65,1199,Dealer
26500,2004,Diesel,Manual,165000,70,1248,Owner
19750,1997,LPG,Manual,281000,90,1389,Dealer
24000,1999,Gasoline,Auto,134000,90,1389,Dealer
25750,2004,Diesel,Manual,207000,70,1248,Owner
32000,2006,Diesel,Auto,165000,70,1248,Owner
23900,2005,Gasoline,Manual,153000,80,1229,Dealer
54850,2015,Gasoline,Auto,44000,76,1201,Dealer
41500,2008,Gasoline,Auto,125000,90,1364,Owner
32500,2012,Diesel,Manual,140000,75,1248,Owner
27650,2000,LPG,Auto,71000,51,1201,Dealer
41000,2014,Gasoline,Manual,77000,85,1229,Dealer
44038,2011,Diesel,Manual,81000,75,1248,Owner
48000,2012,Diesel,Manual,63000,75,1248,Owner
27300,2004,Diesel,Manual,208000,70,1248,Owner
62900,2017,Gasoline,Auto,5500,90,1398,Dealer
29500,2004,Diesel,Manual,142500,70,1248,Dealer
31950,2008,LPG,Manual,127000,80,1229,Owner
27500,2006,Diesel,Manual,190000,75,1248,Dealer
22500,2001,LPG,Manual,217000,90,1389,Owner
30000,2007,Gasoline,Auto,89700,80,1229,Dealer
30000,2006,Gasoline,Auto,132525,80,1229,Dealer
46500,2014,Diesel,Manual,97000,75,1248,Dealer
29750,2005,Diesel,Auto,160000,70,1248,Dealer
41750,2014,Diesel,Manual,126000,75,1248,Dealer
20500,1997,Gasoline,Manual,85300,60,1389,Dealer
47500,2013,Gasoline,Auto,81000,100,1364,Owner
42000,2013,Diesel,Manual,116000,75,1248,Owner
31000,2007,LPG,Manual,159000,101,1401,Owner
21750,1998,LPG,Auto,170000,60,1389,Dealer
63900,2017,Gasoline,Auto,2000,90,1398,Dealer
38900,2010,Diesel,Manual,97000,75,1248,Dealer
68750,2017,Gasoline,Auto,6400,90,1398,Owner
39000,2009,Gasoline,Auto,49500,80,1229,Owner
30000,2007,Gasoline,Manual,197000,80,1229,Owner
16600,1998,LPG,Manual,197800,76,1201,Dealer
20000,1996,LPG,Manual,164000,60,1389,Owner
18500,1997,LPG,Manual,161000,90,1389,Dealer
38350,2009,LPG,Manual,90000,90,1364,Owner
17500,1998,LPG,Manual,234000,90,1389,Dealer
24750,2001,Gasoline,Manual,205000,90,1389,Dealer
38750,2008,Diesel,Auto,164000,90,1248,Owner
23000,2003,LPG,Manual,135000,51,1200,Owner
58400,2015,Gasoline,Auto,39000,90,1398,Dealer
49750,2012,Gasoline,Auto,96000,100,1364,Dealer
42500,2014,LPG,Manual,74000,85,1229,Dealer
23000,2000,LPG,Manual,165000,76,1201,Owner
49800,2011,Gasoline,Auto,26188,76,1201,Dealer
35500,2012,Gasoline,Manual,22000,101,1401,Owner
42000,2011,Diesel,Manual,130000,95,1248,Owner
37500,2013,Diesel,Manual,119000,75,1248,Owner
44750,2014,Gasoline,Manual,57000,85,1229,Owner
67500,2015,Gasoline,Auto,7500,90,1398,Dealer
41500,2012,Gasoline,Manual,44575,85,1229,Dealer
49500,2012,Diesel,Manual,48300,75,1248,Owner
27000,2004,Diesel,Manual,207000,70,1248,Dealer
