Price,Year,Type,Shift,km,Power,Engine,Seller
22000,2003,Diesel,Manual,236000,70,1248,Dealer
41000,2008,Gasoline,Auto,67000,90,1364,Dealer
52000,2007,Gasoline,Auto,45000,76,1200,Owner
46900,2013,Gasoline,Auto,79000,100,1364,Dealer
40000,2007,Gasoline,Auto,123000,80,1229,Dealer
22250,1999,LPG,Manual,168000,90,1389,Dealer
53000,2014,Gasoline,Auto,81000,85,1229,Dealer
43500,2012,Gasoline,Auto,113000,100,1364,Dealer
19500,2003,Diesel,Manual,238000,75,1686,Dealer
24000,2000,LPG,Auto,190360,90,1389,Owner
64500,2015,Gasoline,Auto,32000,76,1201,Owner
46750,2013,Gasoline,Auto,82000,100,1364,Dealer
41250,2012,Diesel,Manual,112000,75,1248,Owner
29750,2008,LPG,Manual,186000,76,1200,Dealer
46650,2012,Gasoline,Auto,33200,85,1229,Dealer
18500,1999,LPG,Manual,133000,90,1389,Dealer
22000,1999,LPG,Manual,208000,90,1389,Dealer
40700,2011,LPG,Manual,49000,76,1201,Owner
24000,2003,Diesel,Manual,190000,51,1601,Owner
49500,2015,Gasoline,Manual,17000,90,1398,Owner
26999,2004,LPG,Manual,192000,90,1364,Owner
7950,1994,Gasoline,Manual,120000,101,1401,Dealer
14000,1993,Gasoline,Manual,255000,60,1389,Owner
35000,2007,Gasoline,Manual,76000,90,1364,Owner
46500,2013,Gasoline,Auto,73000,100,1364,Dealer
16750,2004,Diesel,Manual,330000,70,1248,Dealer
16000,2004,Diesel,Manual,196000,70,1248,Dealer
61500,2017,Gasoline,Auto,14000,90,1398,Dealer
23000,1998,LPG,Auto,126000,76,1201,Dealer
39750,2011,Diesel,Manual,188000,75,1248,Dealer
19600,1999,LPG,Manual,205000,65,1199,Owner
46300,2014,Gasoline,Manual,28000,85,1229,Owner
30500,2010,Gasoline,Manual,128752,80,1229,Owner
49650,2012,LPG,Auto,90000,100,1364,Owner
41500,2013,LPG,Auto,35000,100,1364,Owner
31500,2005,Gasoline,Auto,150000,75,1199,Dealer
24000,2003,Diesel,Manual,20000,75,1686,Dealer
41850,2009,Gasoline,Auto,73500,80,1229,Owner
42500,2011,Diesel,Manual,123000,95,1248,Owner
54500,2013,Gasoline,Auto,35000,100,1364,Owner
47000,2013,Gasoline,Manual,13200,85,1229,Owner
43500,2013,Diesel,Manual,67550,75,1248,Owner
52000,2010,Gasoline,Auto,15700,76,1201,Owner
20500,1998,LPG,Manual,243000,76,1201,Dealer
39750,2013,Diesel,Manual,139800,75,1248,Dealer
24000,2008,Diesel,Manual,196000,90,1248,Owner
18250,1997,LPG,Manual,203000,90,1389,Dealer
30750,2013,Gasoline,Manual,109000,85,1229,Owner
47750,2013,Gasoline,Auto,80000,100,1364,Dealer
23750,1999,LPG,Auto,146000,90,1389,Owner
30000,2004,Diesel,Manual,198000,70,1248,Owner
26800,2005,Gasoline,Manual,128000,80,1229,Owner
42750,2011,Diesel,Manual,55000,75,1248,Dealer
33000,2005,Diesel,Manual,169000,70,1248,Owner
42500,2012,Gasoline,Manual,36500,85,1229,Dealer
37500,2012,Diesel,Manual,160000,75,1248,Owner
25000,2004,Gasoline,Manual,63000,75,1199,Dealer
26900,2005,Gasoline,Manual,93000,80,1229,Owner
62500,2016,Gasoline,Auto,27500,90,1398,Dealer
33250,2007,Gasoline,Manual,156000,90,1364,Owner
40500,2013,Gasoline,Manual,54000,76,1200,Owner
18500,2000,Gasoline,Manual,180000,65,1199,Owner
35000,2011,Gasoline,Manual,166000,76,1201,Owner
57500,2015,Gasoline,Auto,53000,76,1201,Dealer
45250,2008,Gasoline,Auto,37300,90,1364,Owner
20900,1997,Gasoline,Manual,132472,51,1201,Dealer
23500,2003,LPG,Manual,247000,90,1364,Dealer
27250,2006,Diesel,Manual,198000,70,1248,Dealer
43000,2012,Diesel,Manual,119000,95,1248,Dealer
21500,2001,Gasoline,Manual,168000,90,1389,Owner
43500,2012,Diesel,Manual,165000,76,1201,Owner
31500,2007,LPG,Manual,199000,76,1201,Owner
9200,1990,LPG,Manual,460000,51,1201,Dealer
33250,2006,Gasoline,Auto,103000,80,1229,Owner
31650,2004,Gasoline,Auto,160000,90,1364,Owner
44000,2013,Diesel,Manual,67000,75,1248,Owner
19750,2003,Diesel,Manual,186000,101,1601,Owner
25700,2005,Gasoline,Manual,134350,80,1229,Owner
47500,2013,Gasoline,Auto,18600,85,1229,Dealer
38500,2011,Diesel,Manual,193900,75,1248,Dealer
43000,2014,Diesel,Manual,68000,75,1248,Dealer
30000,2005,Gasoline,Auto,220000,90,1364,Owner
23750,2003,LPG,Manual,207000,75,1199,Owner
35750,2010,Gasoline,Manual,46000,85,1229,Owner
52500,2013,LPG,Auto,61000,100,1364,Dealer
40000,2009,Gasoline,Auto,39000,176,1200,Owner
59900,2015,Gasoline,Auto,44500,90,1398,Dealer
69900,2017,Gasoline,Auto,1,90,1398,Dealer
51900,2014,Diesel,Manual,51000,95,1248,Dealer
41000,2009,LPG,Manual,123000,192,1598,Owner
36500,2012,Gasoline,Auto,65000,85,1229,Owner
21000,2000,LPG,Manual,238000,90,1389,Owner
31500,2005,Gasoline,Manual,108000,90,1364,Owner
20500,2000,LPG,Manual,180000,51,1200,Owner
19500,1998,LPG,Manual,165500,60,1389,Owner
24500,2001,LPG,Manual,190000,90,1389,Owner
49000,2014,Gasoline,Auto,28500,100,1364,Owner
23000,2004,Gasoline,Manual,146000,60,998,Owner
55000,2015,Gasoline,Auto,62150,76,1201,Owner
20500,2000,Gasoline,Manual,155000,65,1199,Owner
20500,2000,Gasoline,Manual,180000,90,1389,Dealer
31500,2005,Gasoline,Manual,115560,80,1229,Dealer
25750,1997,LPG,Auto,189000,90,1389,Dealer
33750,2009,Diesel,Manual,152000,75,1248,Owner
13500,1994,LPG,Manual,170000,45,1196,Dealer
34000,2008,Diesel,Manual,220000,75,1248,Dealer
21250,1998,LPG,Manual,152000,90,1389,Dealer
23750,1998,LPG,Auto,177000,90,1389,Dealer
23750,2000,Gasoline,Manual,33000,65,1199,Owner
36250,2009,LPG,Manual,107000,76,1201,Owner
40500,2012,Gasoline,Manual,53000,85,1229,Owner
32700,2013,Diesel,Manual,166500,75,1248,Dealer
50000,2016,Gasoline,Manual,6500,51,1200,Owner
27900,2004,Gasoline,Manual,116000,75,1199,Dealer
32500,2011,Gasoline,Auto,86643,85,1229,Owner
13500,1996,LPG,Manual,140000,106,1598,Owner
45000,2013,Diesel,Manual,103000,75,1248,Owner
23000,2005,Diesel,Manual,159000,70,1248,Owner
38000,2007,Diesel,Manual,140000,75,1248,Owner
18250,2000,LPG,Auto,245000,75,1199,Owner
19000,2000,LPG,Manual,196000,90,1389,Owner
32500,2007,Gasoline,Manual,174500,76,1201,Owner
29750,2009,Diesel,Manual,178000,75,1248,Dealer
36500,2008,Gasoline,Auto,89000,90,1364,Dealer
43900,2011,Gasoline,Auto,70000,85,1229,Owner
17900,1996,LPG,Manual,240000,60,1389,Owner
17700,1997,LPG,Manual,200000,60,1389,Dealer
20500,1999,LPG,Auto,200000,90,1389,Owner
32500,2008,Gasoline,Manual,84000,80,1229,Owner
35500,2009,Diesel,Manual,153000,75,1248,Owner
42000,2014,Diesel,Manual,89000,75,1248,Owner
18750,1997,LPG,Manual,196000,76,1401,Owner
27500,2004,Diesel,Manual,195000,70,1248,Owner
45000,2008,Gasoline,Manual,118000,150,1598,Owner
62900,2015,Gasoline,Auto,8000,90,1398,Dealer
35000,2009,Gasoline,Manual,97000,80,1229,Dealer
36000,2010,Diesel,Manual,163122,75,1248,Owner
43500,2010,Diesel,Manual,79300,75,1248,Owner
58750,2015,Diesel,Manual,17700,75,1248,Dealer
32750,2004,Gasoline,Auto,96000,90,1364,Dealer
52800,2015,Gasoline,Auto,33301,90,1398,Dealer
31800,2004,LPG,Auto,120000,90,1364,Owner
27750,2004,LPG,Manual,199000,90,1364,Owner
66000,2016,Gasoline,Auto,11000,76,1201,Owner
42500,2010,Gasoline,Auto,77000,90,1364,Dealer
25750,2005,Gasoline,Manual,211000,80,1229,Dealer
35850,2012,Diesel,Manual,180000,75,1248,Owner
43500,2011,Diesel,Manual,155500,90,1248,Owner
48500,2014,Diesel,Manual,58500,75,1248,Owner
63000,2015,Gasoline,Auto,12000,90,1398,Dealer
22000,2000,LPG,Auto,103000,90,1389,Owner
47900,2011,Gasoline,Auto,89000,100,1364,Dealer
28900,2003,Diesel,Manual,264000,226,1601,Owner
57500,2016,Gasoline,Auto,20932,90,1398,Dealer
21000,2000,Gasoline,Manual,172000,76,1201,Owner
26900,2004,Diesel,Manual,238000,70,1248,Owner
28900,2004,Diesel,Manual,196000,70,1248,Owner
25250,2005,Gasoline,Manual,152145,60,998,Dealer
31500,2007,Diesel,Manual,178000,75,1248,Owner
32500,2011,Gasoline,Auto,86643,85,1229,Owner
47000,2012,Diesel,Manual,87000,75,1248,Owner
18000,2000,Gasoline,Manual,201000,65,1199,Owner
44000,2012,Gasoline,Auto,48000,101,1201,Dealer
33750,2004,LPG,Manual,160,90,1364,Owner
25000,2000,LPG,Auto,250000,90,1389,Dealer
22250,2000,LPG,Auto,170000,65,1199,Dealer
32500,2010,Diesel,Manual,208000,75,1248,Dealer
36900,2013,Diesel,Manual,125000,75,1248,Owner
50850,2012,Gasoline,Auto,103000,100,1364,Dealer
18500,2003,Diesel,Manual,215000,101,1601,Owner
39500,2012,LPG,Auto,107000,100,1364,Owner
47750,2012,Diesel,Manual,18800,75,1248,Owner
16500,2005,Diesel,Auto,227000,70,1248,Dealer
59900,2017,Gasoline,Auto,10000,90,1398,Dealer
26500,2003,Gasoline,Auto,66642,75,1199,Owner
29500,2004,Gasoline,Manual,80000,80,1229,Owner
23250,2004,LPG,Manual,207000,51,1200,Owner
21500,2000,LPG,Manual,205000,90,1389,Owner
23000,2004,Diesel,Manual,222000,70,1248,Owner
34000,2005,Diesel,Auto,157100,70,1248,Owner
22250,1997,LPG,Auto,164000,60,1389,Owner
27000,2004,Gasoline,Manual,133000,90,1364,Owner
56900,2015,Gasoline,Auto,60000,90,1398,Dealer
39500,2012,Diesel,Manual,161000,75,1248,Dealer
19950,2003,Diesel,Manual,183000,101,1601,Dealer
19500,1998,LPG,Manual,150000,51,1201,Dealer
35500,2005,Diesel,Auto,223000,70,1248,Dealer
25750,2000,LPG,Auto,151000,90,1389,Owner
42000,2014,Diesel,Manual,81500,75,1248,Owner
25750,2004,Diesel,Manual,192000,70,1248,Dealer
51000,2012,LPG,Auto,94000,100,1364,Dealer
75500,2017,Gasoline,Auto,3000,90,1398,Dealer
35500,2012,Diesel,Manual,158000,75,1248,Dealer
20000,2001,Gasoline,Manual,150000,76,1201,Owner
47500,2013,Gasoline,Auto,70000,100,1364,Dealer
38900,2013,Diesel,Manual,145000,75,1248,Dealer
57750,2017,Gasoline,Manual,0,70,1229,Dealer
54500,2015,Gasoline,Auto,27000,100,1364,Owner
29350,2004,LPG,Auto,161000,51,1200,Dealer
48900,2013,Gasoline,Auto,51000,100,1364,Dealer
34250,2013,Gasoline,Auto,30000,51,1200,Owner
32000,2007,Diesel,Manual,210000,51,1201,Owner
22000,2001,LPG,Manual,198600,90,1389,Owner
39500,2008,Diesel,Manual,146000,90,1248,Owner
29000,2005,Gasoline,Auto,94500,75,1199,Owner
33500,2008,LPG,Auto,115000,90,1364,Owner
23750,2002,LPG,Auto,180000,58,973,Dealer
23250,1998,LPG,Auto,179000,60,1389,Owner
31000,2007,Diesel,Manual,112000,90,1248,Owner
46250,2012,Gasoline,Auto,80000,100,1364,Dealer
31500,2002,LPG,Auto,193000,90,1389,Owner
22000,2000,LPG,Manual,180000,76,1201,Owner
58000,2016,Gasoline,Auto,43000,90,1398,Owner
38000,2010,Gasoline,Manual,80000,80,1229,Owner
23500,2003,Diesel,Manual,223850,101,1601,Owner
38000,2013,Gasoline,Auto,39000,85,1229,Dealer
32500,2004,Diesel,Auto,141500,70,1248,Owner
71000,2017,Gasoline,Auto,0,90,1398,Owner
31500,2007,Diesel,Manual,214000,76,1201,Owner
48950,2014,LPG,Manual,36000,76,1201,Owner
57500,2016,LPG,Auto,48250,76,1201,Owner
19250,2001,LPG,Manual,162000,90,1389,Owner
23500,1999,LPG,Auto,129000,90,1389,Owner
23250,2000,LPG,Manual,170430,65,1199,Owner
36250,2008,Gasoline,Auto,122000,80,1229,Dealer
24999,1999,Gasoline,Manual,31000,90,1389,Owner
27500,2004,Gasoline,Manual,122699,75,1199,Owner
54800,2013,LPG,Auto,39000,100,1364,Owner
23500,2000,LPG,Manual,189000,90,1389,Owner
18900,1999,LPG,Manual,175000,76,1201,Dealer
37500,2011,Diesel,Manual,123168,75,1248,Dealer
22500,2001,LPG,Manual,220000,90,1389,Dealer
31700,2005,Diesel,Auto,195000,70,1248,Owner
37999,2012,Diesel,Manual,169500,75,1248,Owner
19350,1997,LPG,Manual,151800,60,1389,Owner
52500,2015,LPG,Manual,32000,90,1398,Owner
18750,1998,LPG,Manual,165000,60,1389,Dealer
32500,2006,Diesel,Auto,141000,70,1248,Owner
17000,2000,Gasoline,Manual,280000,65,1199,Dealer
37750,2011,Diesel,Manual,187000,95,1248,Dealer
40500,2011,Diesel,Manual,160000,90,1248,Owner
25750,2006,Gasoline,Manual,144000,80,1229,Dealer
32000,2007,LPG,Manual,120500,80,1229,Dealer
32000,2007,Diesel,Manual,167000,75,1248,Owner
20500,2001,LPG,Manual,230000,90,1389,Owner
20500,1997,LPG,Manual,200000,51,1201,Dealer
41500,2011,Diesel,Manual,85000,75,1248,Owner
21000,2004,Diesel,Manual,315000,70,1248,Dealer
19450,1999,Gasoline,Manual,170000,65,1199,Dealer
38800,2011,Gasoline,Manual,60000,100,1364,Dealer
41000,2013,Diesel,Manual,140000,75,1248,Dealer
29500,2004,Gasoline,Auto,160000,90,1364,Dealer
50500,2012,Gasoline,Auto,45000,100,1364,Owner
27000,2005,LPG,Manual,190000,80,1229,Owner
41000,2010,Gasoline,Manual,47000,85,1229,Dealer
42500,2012,Diesel,Manual,107000,75,1248,Dealer
43500,2011,Gasoline,Manual,99000,100,1364,Owner
45500,2011,Diesel,Manual,83000,75,1248,Dealer
17500,2000,LPG,Manual,217000,126,1401,Owner
21000,1997,LPG,Auto,182000,60,1389,Dealer
40000,2012,Gasoline,Manual,38000,76,1201,Owner
39750,2013,Diesel,Manual,146000,75,1248,Owner
33000,2013,Diesel,Manual,167000,75,1248,Dealer
43950,2012,Gasoline,Auto,78000,85,1229,Dealer
22000,2001,LPG,Manual,160000,90,1389,Owner
29999,2009,Diesel,Manual,257000,75,1248,Dealer
24500,2002,LPG,Manual,194000,75,1199,Owner
28750,2005,Gasoline,Manual,135000,80,1229,Owner
32500,2003,LPG,Auto,140000,76,1201,Owner
31500,2007,Diesel,Manual,194000,90,1248,Dealer
40000,2010,Gasoline,Auto,163000,76,1201,Dealer
18750,1997,LPG,Auto,171000,60,1389,Dealer
51500,2015,Gasoline,Auto,23000,90,1398,Dealer
25250,2000,Gasoline,Manual,91910,90,1389,Owner
17750,1999,LPG,Manual,245000,90,1389,Owner
27000,2004,LPG,Auto,141000,76,1201,Owner
27000,2004,Gasoline,Manual,117000,75,1199,Owner
27500,2005,LPG,Manual,144000,101,1200,Owner
34500,2007,Diesel,Manual,134400,90,1248,Owner
27799,2004,Diesel,Manual,205000,70,1248,Owner
46000,2015,Gasoline,Manual,18000,70,1229,Owner
27500,2004,Diesel,Manual,201170,70,1248,Dealer
45100,2012,Diesel,Manual,90300,75,1248,Dealer
19500,2004,Gasoline,Manual,141000,60,998,Owner
29750,2004,Diesel,Manual,160000,70,1248,Owner
41000,2010,Gasoline,Manual,190000,85,1229,Dealer
21750,2000,LPG,Manual,220401,65,1199,Owner
51500,2014,Diesel,Manual,95000,51,1201,Dealer
65500,2016,Gasoline,Auto,9500,90,1398,Owner
32500,2006,Diesel,Manual,124000,70,1248,Owner
22000,1999,LPG,Manual,160000,90,1389,Owner
27000,2004,Diesel,Manual,162337,70,1248,Owner
29000,2005,Gasoline,Manual,98000,80,1229,Owner
23900,2005,Diesel,Manual,165000,70,1248,Owner
19500,1999,LPG,Auto,200000,90,1389,Owner
43500,2013,Diesel,Manual,110000,75,1248,Dealer
37500,2008,Diesel,Auto,180000,90,1248,Owner
25750,2001,LPG,Auto,139000,90,1389,Dealer
53000,2014,Diesel,Manual,32000,95,1248,Owner
22500,1999,LPG,Manual,239000,90,1389,Owner
55250,2015,Gasoline,Auto,47200,90,1398,Dealer
54500,2015,Gasoline,Auto,46000,90,1398,Owner
36750,2012,Diesel,Manual,74000,75,1248,Dealer
31500,2006,Gasoline,Manual,112000,80,1229,Owner
28500,2004,Diesel,Manual,227000,70,1248,Owner
59750,2017,Gasoline,Auto,5937,90,1398,Dealer
44000,2010,Gasoline,Auto,82000,76,1201,Dealer
26000,2004,Diesel,Manual,219000,70,1248,Owner
52000,2013,Gasoline,Auto,37000,100,1364,Dealer
19500,2001,LPG,Manual,270000,90,1389,Owner
45750,2013,Diesel,Manual,77907,75,1248,Dealer
53000,2016,Gasoline,Auto,47500,90,1398,Dealer
69750,2017,Gasoline,Auto,0,90,1398,Dealer
27000,2006,Diesel,Manual,238000,70,1248,Owner
49750,2014,Gasoline,Manual,44000,100,1364,Owner
25750,2004,Gasoline,Manual,169500,75,1199,Owner
39500,2014,Diesel,Manual,137000,75,1248,Dealer
52950,2013,Gasoline,Auto,37000,100,1364,Dealer
31500,2006,Diesel,Auto,140000,70,1248,Dealer
39000,2011,Gasoline,Manual,45000,85,1229,Dealer
46000,2012,Diesel,Manual,121000,75,1248,Dealer
19500,2000,LPG,Manual,186000,65,1199,Dealer
36250,2012,Diesel,Manual,128000,75,1248,Dealer
44400,2014,Diesel,Manual,119000,95,1248,Dealer
47900,2015,Gasoline,Auto,63000,90,1398,Dealer
20750,2003,Diesel,Manual,267200,75,1686,Owner
24900,2003,LPG,Manual,19700,90,1364,Dealer
32500,2012,LPG,Manual,37000,85,1229,Owner
25000,2006,Diesel,Manual,244000,70,1248,Dealer
32250,2004,LPG,Manual,108000,76,1200,Dealer
47000,2012,Gasoline,Auto,93000,85,1229,Dealer
33900,2005,Gasoline,Auto,103000,76,1201,Dealer
48250,2013,Gasoline,Auto,63000,100,1364,Owner
31000,2007,Diesel,Manual,199000,75,1248,Owner
14250,1996,LPG,Manual,186000,60,1389,Dealer
53000,2012,Diesel,Manual,38500,95,1248,Owner
44500,2015,Diesel,Manual,204000,75,1248,Dealer
25000,2003,Gasoline,Auto,149000,58,973,Owner
21750,1999,LPG,Manual,200000,90,1389,Dealer
27000,2006,Diesel,Auto,150000,70,1248,Owner
37250,2014,Gasoline,Manual,46200,85,1229,Dealer
35500,2008,Gasoline,Manual,78000,80,1229,Owner
54750,2017,Gasoline,Manual,645,70,1229,Owner
50000,2014,Diesel,Manual,88000,75,1248,Owner
49900,2013,LPG,Auto,43000,100,1364,Dealer
50500,2014,Gasoline,Manual,25000,100,1364,Owner
40750,2010,Diesel,Manual,160000,90,1248,Owner
37000,2011,Diesel,Manual,150000,75,1248,Owner
45000,2012,Diesel,Manual,63000,75,1248,Owner
23500,2004,Diesel,Manual,188000,70,1248,Dealer
37000,2011,Diesel,Manual,139000,75,1248,Owner
35750,2008,LPG,Auto,115000,90,1364,Owner
42900,2012,Diesel,Manual,81359,75,1248,Dealer
24000,2002,Gasoline,Auto,216000,58,973,Owner
43850,2013,Diesel,Manual,115000,75,1248,Dealer
65000,2015,Gasoline,Auto,14500,90,1398,Owner
25800,2007,LPG,Manual,177000,90,1364,Owner
29950,2008,Diesel,Manual,312000,90,1248,Dealer
18500,1996,Gasoline,Manual,167000,60,1389,Owner
40500,2010,Diesel,Manual,113000,75,1248,Owner
47000,2015,Gasoline,Manual,16000,70,1229,Owner
37750,2010,Diesel,Manual,160000,90,1248,Dealer
50000,2014,Gasoline,Manual,28000,85,1229,Owner
28500,2006,LPG,Auto,175000,90,1364,Owner
40900,2010,LPG,Auto,88000,80,1229,Owner
47500,2014,Diesel,Manual,42200,75,1248,Owner
37000,2012,Diesel,Manual,140000,51,1201,Owner
27900,2005,Diesel,Manual,135000,70,1248,Dealer
26750,2004,Gasoline,Manual,117000,80,1229,Dealer
29000,2004,Diesel,Auto,118000,70,1248,Dealer
65000,2016,Gasoline,Auto,18000,90,1398,Dealer
35500,2007,Diesel,Manual,180000,75,1248,Dealer
27900,2005,Diesel,Manual,220000,70,1248,Owner
23750,2000,LPG,Auto,143000,90,1389,Owner
68750,2016,Diesel,Auto,9900,95,1248,Dealer
17500,1998,LPG,Manual,253000,60,1389,Owner
31700,2007,LPG,Manual,9000,76,1201,Owner
39750,2011,Diesel,Manual,143000,75,1248,Owner
33500,2011,Diesel,Manual,157000,75,1248,Owner
20500,2004,Diesel,Manual,145000,70,1248,Owner
19750,2005,Diesel,Manual,335000,76,1201,Owner
44400,2014,Gasoline,Manual,37000,76,1200,Owner
17000,1997,Gasoline,Manual,160000,60,1389,Owner
60900,2016,Gasoline,Auto,3000,90,1398,Dealer
58000,2015,Gasoline,Auto,36000,90,1398,Dealer
14250,1994,LPG,Manual,269000,60,1389,Dealer
39500,2013,Diesel,Manual,141000,75,1248,Dealer
51900,2014,Diesel,Manual,54000,51,1201,Dealer
29900,2006,Diesel,Manual,143000,51,1201,Dealer
40750,2008,Gasoline,Manual,62000,80,1229,Owner
48000,2014,Gasoline,Auto,95500,100,1364,Dealer
41000,2013,Diesel,Manual,114000,51,1201,Dealer
15750,1997,LPG,Manual,220000,60,1389,Dealer
58500,2015,Gasoline,Auto,28000,90,1398,Dealer
61000,2015,Gasoline,Auto,14000,90,1398,Owner
27500,2005,Diesel,Manual,238500,70,1248,Owner
27000,2001,Gasoline,Manual,76500,90,1389,Owner
39900,2012,Gasoline,Manual,98000,85,1229,Dealer
25000,2000,Gasoline,Manual,104000,65,1199,Dealer
16500,2005,Diesel,Manual,210000,70,1248,Owner
56500,2016,Gasoline,Auto,56000,90,1398,Dealer
33500,2007,Diesel,Manual,164000,75,1248,Dealer
49750,2015,Gasoline,Manual,39200,70,1229,Owner
51000,2012,Gasoline,Auto,19600,100,1364,Owner
59750,2017,Gasoline,Auto,15000,90,1398,Dealer
40750,2013,Diesel,Manual,102000,75,1248,Owner
41250,2012,LPG,Auto,46000,100,1364,Dealer
36500,2013,LPG,Manual,134000,85,1229,Dealer
43950,2014,Diesel,Manual,137250,51,1201,Dealer
22750,1999,LPG,Auto,211000,90,1389,Dealer
49900,2014,Diesel,Manual,95000,95,1248,Dealer
14250,1994,LPG,Manual,270000,60,1389,Dealer
18000,2000,Diesel,Manual,217000,101,1401,Owner
18000,2001,LPG,Manual,225400,90,1389,Owner
46750,2014,Gasoline,Manual,10000,85,1229,Owner
21500,1999,Gasoline,Manual,87670,90,1389,Dealer
35058,2005,Diesel,Auto,175000,70,1248,Owner
36900,2010,Gasoline,Manual,91000,76,1201,Owner
47500,2011,Gasoline,Auto,41000,100,1364,Owner
29250,2005,Diesel,Manual,150000,70,1248,Owner
41000,2010,LPG,Auto,95000,76,1201,Owner
39000,2009,LPG,Manual,106000,90,1364,Owner
44500,2014,Diesel,Manual,100000,75,1248,Owner
37500,2007,Diesel,Manual,95300,76,1201,Owner
19250,1998,LPG,Auto,204000,60,1389,Owner
47500,2010,Diesel,Auto,160000,90,1248,Dealer
38450,2013,Diesel,Manual,104000,75,1248,Dealer
32500,2008,Diesel,Manual,200000,75,1248,Dealer
31250,2004,Gasoline,Manual,43000,80,1229,Owner
39500,2014,Gasoline,Manual,51424,85,1229,Dealer
23000,1998,LPG,Auto,147000,90,1389,Dealer
18000,1997,LPG,Manual,150000,60,1389,Owner
62500,2015,Gasoline,Auto,21500,76,1201,Owner
18900,1998,LPG,Manual,210000,90,1389,Dealer
24500,2005,Diesel,Manual,169000,70,1248,Dealer
26500,2005,Gasoline,Manual,102000,76,1200,Owner
70750,2017,Gasoline,Manual,10,70,1229,Owner
64000,2015,Gasoline,Auto,33124,90,1398,Owner
29000,2003,LPG,Auto,207000,75,1199,Dealer
18500,1998,LPG,Manual,235000,90,1389,Owner
32500,2007,LPG,Manual,135000,80,1229,Owner
51900,2016,Gasoline,Manual,14500,70,1229,Owner
21000,2003,Gasoline,Manual,183700,101,1601,Owner
29000,2007,LPG,Manual,148000,80,1229,Owner
39900,2007,Gasoline,Auto,81500,80,1229,Owner
24750,2005,Gasoline,Manual,142000,80,1229,Dealer
29000,2006,Diesel,Manual,115000,70,1248,Owner
23500,2000,LPG,Auto,215000,65,1199,Dealer
46000,2015,Gasoline,Manual,21000,70,1229,Dealer
42750,2013,Diesel,Manual,130000,75,1248,Dealer
35250,2007,Diesel,Manual,209000,76,1201,Owner
42750,2011,Diesel,Manual,130000,75,1248,Dealer
31900,2010,Diesel,Manual,221000,75,1248,Dealer
28750,2004,LPG,Manual,165000,90,1364,Dealer
34750,2005,Diesel,Auto,147000,70,1248,Dealer
21500,2001,LPG,Manual,227000,90,1389,Owner
39900,2014,Diesel,Manual,139000,75,1248,Dealer
22750,1997,LPG,Auto,161000,90,1389,Dealer
21750,1998,Gasoline,Auto,178000,90,1389,Dealer
24250,2003,LPG,Manual,212000,90,1389,Dealer
46000,2013,Gasoline,Auto,84000,100,1364,Dealer
41000,2011,Gasoline,Auto,115000,51,1201,Owner
68250,2017,Gasoline,Auto,917,76,1401,Owner
50750,2015,LPG,Auto,108000,76,1401,Owner
35750,2010,LPG,Manual,178000,80,1229,Owner
28500,2004,Diesel,Manual,103500,70,1248,Dealer
52500,2016,Gasoline,Manual,46000,51,1200,Owner
55750,2015,Gasoline,Auto,33000,100,1364,Dealer
17800,2003,Diesel,Manual,243000,51,1601,Owner
40900,2013,Gasoline,Auto,29000,76,1201,Dealer
22500,1999,LPG,Auto,165000,90,1389,Dealer
37500,2011,Diesel,Manual,142000,75,1248,Dealer
22500,2000,Gasoline,Manual,171000,90,1389,Owner
72500,2015,Diesel,Auto,14000,95,1248,Dealer
34000,2007,Diesel,Manual,165000,90,1248,Dealer
19900,1998,LPG,Manual,185000,65,1199,Owner
39900,2009,Gasoline,Auto,136000,80,1229,Dealer
18500,1999,LPG,Manual,220000,51,1200,Dealer
45900,2013,Diesel,Manual,80000,75,1248,Dealer
32900,2013,Diesel,Manual,129000,75,1248,Dealer
31750,2004,Gasoline,Auto,162000,90,1389,Dealer
45500,2012,Gasoline,Auto,34500,85,1229,Dealer
20000,2001,LPG,Manual,225000,90,1389,Owner
26750,2004,Diesel,Manual,166000,70,1248,Dealer
44500,2014,Diesel,Manual,100000,75,1248,Owner
48500,2013,Gasoline,Auto,77000,100,1364,Dealer
43000,2013,Diesel,Manual,117000,75,1248,Owner
53750,2016,Gasoline,Manual,7330,70,1229,Dealer
31900,2007,Diesel,Manual,139000,75,1248,Dealer
42750,2009,Diesel,Manual,92000,90,1248,Dealer
37000,2010,Gasoline,Manual,88000,80,1229,Owner
29250,2007,Diesel,Manual,203000,51,1201,Dealer
29750,2005,Gasoline,Auto,96000,51,1201,Dealer
28000,2006,Gasoline,Manual,127000,80,1229,Owner
17500,1997,LPG,Manual,198200,60,1389,Owner
18000,1996,LPG,Auto,215000,51,1201,Owner
31500,2004,Diesel,Auto,215000,51,1201,Dealer
26800,2007,Diesel,Manual,189000,90,1248,Owner
36500,2012,Gasoline,Manual,70000,100,1364,Dealer
41000,2012,Gasoline,Manual,83000,85,1229,Owner
17750,1998,LPG,Manual,204750,60,1389,Owner
37500,2011,Diesel,Manual,107000,75,1248,Dealer
18750,2000,Diesel,Manual,193000,67,1488,Dealer
61500,2017,Gasoline,Auto,11626,90,1398,Dealer
69500,2017,Gasoline,Auto,0,90,1398,Dealer
36750,2012,Diesel,Manual,147000,75,1248,Dealer
45850,2014,Diesel,Manual,97000,75,1248,Dealer
